Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,KO,MSFT,SPY,AAPL,KO,MSFT,SPY,AAPL,KO,MSFT,SPY,AAPL,KO,MSFT,SPY,AAPL,KO,MSFT,SPY,AAPL,KO,MSFT,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,72.79601287841797,47.09473419189453,153.63067626953125,301.1948547363281,75.0875015258789,54.9900016784668,160.6199951171875,324.8699951171875,75.1500015258789,55.43000030517578,160.72999572753906,324.8900146484375,73.79750061035156,54.7599983215332,158.3300018310547,322.5299987792969,74.05999755859375,55.31999969482422,158.77999877929688,323.5400085449219,135480400,11867700,22622100,59151200
2020-01-03,72.0882797241211,46.837806701660156,151.7177276611328,298.9141845703125,74.35749816894531,54.689998626708984,158.6199951171875,322.4100036621094,75.1449966430664,54.9900016784668,159.9499969482422,323.6400146484375,74.125,54.09000015258789,158.05999755859375,321.1000061035156,74.2874984741211,54.31999969482422,158.32000732421875,321.1600036621094,146322800,11354500,21116200,77709700
2020-01-06,72.66271209716797,46.820682525634766,152.10986328125,300.0545654296875,74.94999694824219,54.66999816894531,159.02999877929688,323.6400146484375,74.98999786376953,54.90999984741211,159.10000610351562,323.7300109863281,73.1875,54.52000045776367,156.50999450683594,320.3599853515625,73.44750213623047,54.650001525878906,157.0800018310547,320.489990234375,118387200,14698300,20813700,55653900
2020-01-07,72.32096862792969,46.46098327636719,150.7229766845703,299.2109375,74.59750366210938,54.25,157.5800018310547,322.7300109863281,75.2249984741211,54.599998474121094,159.6699981689453,323.5400085449219,74.37000274658203,54.150001525878906,157.32000732421875,322.239990234375,74.95999908447266,54.45000076293945,159.32000732421875,323.0199890136719,108872000,9973900,21634100,40496400
2020-01-08,73.48435974121094,46.546627044677734,153.12374877929688,300.8055419921875,75.79750061035156,54.349998474121094,160.08999633789062,324.45001220703125,76.11000061035156,54.63999938964844,160.8000030517578,325.7799987792969,74.29000091552734,54.150001525878906,157.9499969482422,322.6700134277344,74.29000091552734,54.27000045776367,158.92999267578125,322.94000244140625,132079200,10676000,27746500,68296000
2020-01-09,75.04521942138672,47.39448165893555,155.03671264648438,302.8451843261719,77.40750122070312,55.34000015258789,162.08999633789062,326.6499938964844,77.60749816894531,55.400001525878906,162.22000122070312,326.7300109863281,76.55000305175781,54.84000015258789,161.02999877929688,325.5199890136719,76.80999755859375,55.0,161.83999633789062,326.1600036621094,170108400,15398000,21385000,48473300
2020-01-10,75.2148666381836,47.55719757080078,154.31936645507812,301.97369384765625,77.5824966430664,55.529998779296875,161.33999633789062,325.7099914550781,78.1675033569336,55.93000030517578,163.22000122070312,327.4599914550781,77.0625,55.45000076293945,161.17999267578125,325.20001220703125,77.6500015258789,55.47999954223633,162.82000732421875,327.2900085449219,140644800,13040100,20725900,53029300
2020-01-13,76.82179260253906,48.07106018066406,156.17495727539062,304.05047607421875,79.23999786376953,56.130001068115234,163.27999877929688,327.95001220703125,79.26750183105469,56.22999954223633,163.30999755859375,327.9599914550781,77.7874984741211,55.41999816894531,161.25999450683594,325.9200134277344,77.91000366210938,55.529998779296875,161.75999450683594,326.3900146484375,121532000,14302900,21626500,47086800
2020-01-14,75.78443145751953,47.959720611572266,155.0749969482422,303.5868835449219,78.16999816894531,56.0,162.1300048828125,327.45001220703125,79.39250183105469,56.290000915527344,163.60000610351562,328.6199951171875,78.0425033569336,55.83000183105469,161.72000122070312,326.8399963378906,79.17500305175781,56.2400016784668,163.38999938964844,327.4700012207031,161954400,16345300,23477400,62832800
2020-01-15,75.4596939086914,48.559226989746094,156.0792694091797,304.2730407714844,77.83499908447266,56.70000076293945,163.17999267578125,328.19000244140625,78.875,56.97999954223633,163.94000244140625,329.0199890136719,77.38749694824219,56.0,162.57000732421875,327.260009765625,77.9625015258789,56.0,162.6199951171875,327.3500061035156,121923600,17735400,21417900,72056600
2020-01-16,76.4049072265625,48.6619987487793,158.93917846679688,306.8040771484375,78.80999755859375,56.81999969482422,166.1699981689453,330.9200134277344,78.92500305175781,56.95000076293945,166.24000549316406,330.9200134277344,78.02249908447266,56.61000061035156,164.02999877929688,329.45001220703125,78.39749908447266,56.849998474121094,164.35000610351562,329.70001220703125,108829200,10234100,23865400,54050300
2020-01-17,77.25078582763672,48.76476287841797,159.82870483398438,307.7589416503906,79.68250274658203,56.939998626708984,167.10000610351562,331.95001220703125,79.68499755859375,57.150001525878906,167.47000122070312,332.17999267578125,78.75,56.79999923706055,165.42999267578125,330.8500061035156,79.06749725341797,56.869998931884766,167.4199981689453,331.70001220703125,137816400,14264300,34371700,95846000
2020-01-21,76.72727966308594,48.96173858642578,159.2548370361328,307.15631103515625,79.14250183105469,57.16999816894531,166.5,331.29998779296875,79.75499725341797,57.25,168.19000244140625,332.17999267578125,79.0,56.56999969482422,166.42999267578125,330.82000732421875,79.29750061035156,56.849998474121094,166.67999267578125,330.8999938964844,110843200,11968900,29517200,77742400
2020-01-22,77.00115203857422,49.33856201171875,158.4896697998047,307.1934509277344,79.42500305175781,57.61000061035156,165.6999969482422,331.3399963378906,79.99749755859375,57.63999938964844,167.49000549316406,332.95001220703125,79.32749938964844,57.18000030517578,165.67999267578125,331.1700134277344,79.6449966430664,57.25,167.39999389648438,332.239990234375,101832400,12869600,24138800,48914900
2020-01-23,77.3719711303711,49.526981353759766,159.46524047851562,307.54571533203125,79.80750274658203,57.83000183105469,166.72000122070312,331.7200012207031,79.88999938964844,57.849998474121094,166.8000030517578,332.1700134277344,78.9124984741211,57.2400016784668,165.27000427246094,329.4100036621094,79.4800033569336,57.380001068115234,166.19000244140625,330.6300048828125,104472000,12858900,19680800,51963000
2020-01-24,77.14899444580078,49.39851760864258,157.85836791992188,304.8106994628906,79.57749938964844,57.68000030517578,165.0399932861328,328.7699890136719,80.8324966430664,57.869998931884766,167.52999877929688,332.5299987792969,79.37999725341797,57.459999084472656,164.4499969482422,327.3599853515625,80.0625,57.849998474121094,167.50999450683594,332.44000244140625,146537600,8594300,24918100,87578400
2020-01-27,74.88042449951172,49.227230072021484,155.21844482421875,299.92474365234375,77.23750305175781,57.47999954223633,162.27999877929688,323.5,77.94249725341797,57.849998474121094,163.3800048828125,325.1199951171875,76.22000122070312,57.130001068115234,160.1999969482422,322.6600036621094,77.51499938964844,57.209999084472656,161.14999389648438,323.0299987792969,161940000,14359900,32078100,84062500
2020-01-28,76.99873352050781,48.824710845947266,158.26007080078125,303.0677795410156,79.42250061035156,57.0099983215332,165.4600067138672,326.8900146484375,79.5999984741211,57.75,165.75999450683594,327.8500061035156,78.04750061035156,56.970001220703125,163.07000732421875,323.6000061035156,78.1500015258789,57.45000076293945,163.77999877929688,325.05999755859375,162234000,15240200,24899900,63834000
2020-01-29,78.61048889160156,48.824710845947266,160.7278289794922,302.8173828125,81.08499908447266,57.0099983215332,168.0399932861328,326.6199951171875,81.9625015258789,57.2599983215332,168.75,328.6300048828125,80.34500122070312,56.65999984741211,165.69000244140625,326.3999938964844,81.11250305175781,57.0,167.83999633789062,328.3800048828125,216229200,13163600,34754500,53888900
2020-01-30,78.49658203125,50.40909194946289,165.26156616210938,303.8001708984375,80.96749877929688,58.86000061035156,172.77999877929688,327.67999267578125,81.02249908447266,58.97999954223633,174.0500030517578,327.9100036621094,79.6875,57.7599983215332,170.7899932861328,323.5400085449219,80.13500213623047,57.93000030517578,174.0500030517578,324.3599853515625,126743200,20225600,51597500,75491800
2020-01-31,75.0161361694336,50.015132904052734,162.82247924804688,298.2837829589844,77.37750244140625,58.400001525878906,170.22999572753906,321.7300109863281,80.66999816894531,59.08000183105469,172.39999389648438,327.1700134277344,77.07250213623047,58.150001525878906,169.5800018310547,320.7300109863281,80.23249816894531,58.970001220703125,172.2100067138672,327.0,199588400,17685200,36142700,113845600
2020-02-03,74.81011962890625,50.16929244995117,166.7919464111328,300.49957275390625,77.16500091552734,58.58000183105469,174.3800048828125,324.1199951171875,78.37249755859375,58.970001220703125,174.5,326.1600036621094,75.55500030517578,58.52000045776367,170.39999389648438,323.2200012207031,76.07499694824219,58.75,170.42999267578125,323.3500061035156,173788400,12333600,30107000,69083000
2020-02-04,77.2798843383789,50.3919677734375,172.28211975097656,305.07952880859375,79.7125015258789,58.84000015258789,180.1199951171875,329.05999755859375,79.91000366210938,59.45000076293945,180.63999938964844,330.010009765625,78.40750122070312,58.619998931884766,176.30999755859375,327.7200012207031,78.82749938964844,58.75,177.13999938964844,328.07000732421875,136616400,15417900,36433300,62573200
2020-02-05,77.91004180908203,50.40053176879883,172.0717010498047,308.6026611328125,80.36250305175781,58.849998474121094,179.89999389648438,332.8599853515625,81.19000244140625,59.08000183105469,184.1999969482422,333.0899963378906,79.73750305175781,58.540000915527344,178.41000366210938,330.6700134277344,80.87999725341797,58.900001525878906,184.02999877929688,332.2699890136719,118826800,11414900,39186300,65951100
2020-02-06,78.82135009765625,50.52043151855469,175.6394500732422,309.64105224609375,81.30249786376953,58.9900016784668,183.6300048828125,333.9800109863281,81.30500030517578,59.34000015258789,183.82000732421875,334.19000244140625,80.06500244140625,58.84000015258789,180.05999755859375,332.79998779296875,80.64250183105469,58.97999954223633,180.97000122070312,333.9100036621094,105425600,9347000,27751400,50359700
2020-02-07,77.74996185302734,50.691715240478516,175.8881072998047,307.99072265625,80.00749969482422,59.189998626708984,183.88999938964844,332.20001220703125,80.8499984741211,59.31999969482422,185.6300048828125,333.989990234375,79.5,58.849998474121094,182.47999572753906,331.6000061035156,80.59249877929688,58.880001068115234,182.85000610351562,332.82000732421875,117684000,8757800,33529100,64139400
2020-02-10,78.11924743652344,51.17131805419922,180.4888153076172,310.2900085449219,80.38749694824219,59.75,188.6999969482422,334.67999267578125,80.38749694824219,59.84000015258789,188.83999633789062,334.75,78.4625015258789,59.290000915527344,183.25,331.19000244140625,78.54499816894531,59.31999969482422,183.5800018310547,331.2300109863281,109348800,7984900,35844300,42070000
2020-02-11,77.64793395996094,51.03428268432617,176.41419982910156,310.8277282714844,79.90249633789062,59.59000015258789,184.44000244140625,335.260009765625,80.9749984741211,59.79999923706055,190.6999969482422,337.0199890136719,79.67749786376953,59.31999969482422,183.5,334.67999267578125,80.9000015258789,59.720001220703125,190.64999389648438,336.1600036621094,94323200,7431200,53159900,54864500
2020-02-12,79.49188232421875,50.88011932373047,176.67247009277344,312.830322265625,81.80000305175781,59.40999984741211,184.7100067138672,337.4200134277344,81.80500030517578,59.77000045776367,185.85000610351562,337.6499938964844,80.36750030517578,59.31999969482422,181.85000610351562,336.42999267578125,80.36750030517578,59.47999954223633,185.5800018310547,336.8299865722656,113730400,9179100,47062900,43992700
2020-02-13,78.9258041381836,51.05141067504883,175.71592712402344,312.49658203125,81.21749877929688,59.61000061035156,183.7100067138672,337.05999755859375,81.55500030517578,59.84000015258789,186.22999572753906,338.1199951171875,80.8375015258789,59.209999084472656,182.8699951171875,335.55999755859375,81.04750061035156,59.380001068115234,183.0800018310547,335.8599853515625,94747600,8173200,35295800,54501900
2020-02-14,78.94527435302734,51.34259033203125,177.28460693359375,312.9972229003906,81.23750305175781,59.95000076293945,185.35000610351562,337.6000061035156,81.49500274658203,60.06999969482422,185.41000366210938,337.7300109863281,80.7125015258789,59.619998931884766,182.64999389648438,336.20001220703125,81.18499755859375,59.630001068115234,183.25,337.510009765625,80113600,9965500,23149500,64582200
2020-02-18,77.49972534179688,50.98290252685547,179.08279418945312,312.1905822753906,79.75,59.529998779296875,187.22999572753906,336.7300109863281,79.9375,59.93000030517578,187.6999969482422,337.6700134277344,78.65249633789062,59.45000076293945,185.5,335.2099914550781,78.83999633789062,59.810001373291016,185.61000061035156,336.510009765625,152531200,10075700,27792200,57226200
2020-02-19,78.62212371826172,51.188438415527344,179.619873046875,313.68328857421875,80.90499877929688,59.77000045776367,187.27999877929688,338.3399963378906,81.14250183105469,60.0,188.17999267578125,339.0799865722656,80.0,59.470001220703125,186.47000122070312,337.4800109863281,80.0,59.5099983215332,188.05999755859375,337.7900085449219,93984000,6265700,29997500,48814700
2020-02-20,77.8155746459961,51.14562225341797,176.87686157226562,312.3945617675781,80.07499694824219,59.720001220703125,184.4199981689453,336.95001220703125,81.1624984741211,59.86000061035156,187.25,338.6400146484375,79.55249786376953,59.11000061035156,181.10000610351562,333.67999267578125,80.65750122070312,59.68000030517578,186.9499969482422,337.739990234375,100566000,7597200,36862400,74163400
2020-02-21,76.05418395996094,51.49675750732422,171.28530883789062,309.1773986816406,78.26249694824219,60.130001068115234,178.58999633789062,333.4800109863281,80.11250305175781,60.130001068115234,183.5,335.80999755859375,77.625,59.43000030517578,177.25,332.5799865722656,79.65499877929688,59.5099983215332,183.1699981689453,335.4700012207031,129554000,10842400,48572600,113788200
2020-02-24,72.44160461425781,50.229251861572266,163.90025329589844,298.92340087890625,74.54499816894531,58.650001525878906,170.88999938964844,322.4200134277344,76.04499816894531,59.79999923706055,174.5500030517578,333.55999755859375,72.30750274658203,58.56999969482422,163.22999572753906,321.239990234375,74.31500244140625,59.11000061035156,167.77000427246094,323.1400146484375,222195200,14415500,68311100,161088400
2020-02-25,69.98784637451172,49.518409729003906,161.19558715820312,289.8654479980469,72.0199966430664,57.81999969482422,168.07000732421875,312.6499938964844,75.63249969482422,59.20000076293945,174.83999633789062,324.6099853515625,71.53250122070312,57.619998931884766,167.64999389648438,311.69000244140625,75.23750305175781,58.70000076293945,174.1999969482422,323.94000244140625,230673600,15915100,68073300,218913200
2020-02-26,71.09809875488281,49.329994201660156,163.2096710205078,288.79925537109375,73.1624984741211,57.599998474121094,170.1699981689453,311.5,74.47000122070312,58.470001220703125,173.25999450683594,318.1099853515625,71.625,57.47999954223633,168.2100067138672,310.70001220703125,71.63249969482422,57.97999954223633,169.7100067138672,314.17999267578125,198054800,15837800,56206100,194773800
2020-02-27,66.4505386352539,47.0433464050293,151.71009826660156,275.82879638671875,68.37999725341797,54.93000030517578,158.17999267578125,297.510009765625,71.5,57.88999938964844,167.02999877929688,311.55999755859375,68.23999786376953,54.880001068115234,157.97999572753906,297.510009765625,70.2750015258789,57.150001525878906,163.32000732421875,305.4599914550781,320605600,23754000,93174900,284353500
2020-02-28,66.41168212890625,45.810096740722656,155.3834686279297,274.669921875,68.33999633789062,53.4900016784668,162.00999450683594,296.260009765625,69.60250091552734,53.88999938964844,163.7100067138672,297.8900146484375,64.09249877929688,51.58000183105469,152.0,285.5400085449219,64.31500244140625,53.83000183105469,152.41000366210938,288.70001220703125,426510000,40890600,97012700,384975800
2020-03-02,72.59465789794922,47.89120864868164,165.7225341796875,286.5648498535156,74.70249938964844,55.91999816894531,172.7899932861328,309.0899963378906,75.36000061035156,55.959999084472656,172.9199981689453,309.1600036621094,69.43000030517578,53.70000076293945,162.30999755859375,294.4599914550781,70.56999969482422,53.93000030517578,165.30999755859375,298.2099914550781,341397200,25698600,71030800,238703600
2020-03-03,70.28910064697266,48.011112213134766,157.7811737060547,278.35986328125,72.33000183105469,56.060001373291016,164.50999450683594,300.239990234375,76.0,57.4900016784668,175.0,313.8399963378906,71.44999694824219,55.63999938964844,162.25999450683594,297.57000732421875,75.9175033569336,56.7599983215332,173.8000030517578,309.5,319475600,27099200,71677000,300139100
2020-03-04,73.5494155883789,50.460479736328125,163.5741424560547,290.0601501464844,75.68499755859375,58.91999816894531,170.5500030517578,312.8599853515625,75.8499984741211,59.0,170.6999969482422,313.1000061035156,73.28250122070312,56.40999984741211,165.6199951171875,303.3299865722656,74.11000061035156,56.40999984741211,168.49000549316406,306.1199951171875,219178400,20526100,49814400,176613400
2020-03-05,71.16368103027344,48.59347152709961,159.46926879882812,280.41802978515625,73.2300033569336,56.7400016784668,166.27000427246094,302.4599914550781,74.88749694824219,58.16999816894531,170.8699951171875,308.4700012207031,72.85250091552734,56.189998626708984,165.69000244140625,300.010009765625,73.87999725341797,57.79999923706055,166.0500030517578,304.9800109863281,187572800,17948500,47817300,186366800
2020-03-06,70.2186279296875,47.32597351074219,154.96142578125,275.78240966796875,72.25749969482422,55.2599983215332,161.57000732421875,297.4599914550781,72.70500183105469,55.90999984741211,163.11000061035156,298.7799987792969,70.30750274658203,53.97999954223633,156.0,290.2300109863281,70.5,54.939998626708984,162.61000061035156,293.1499938964844,226176800,22353900,72821100,228667200
2020-03-09,64.6648941040039,44.414127349853516,144.45932006835938,254.2452850341797,66.5425033569336,51.86000061035156,150.6199951171875,274.2300109863281,69.52249908447266,53.58000183105469,157.75,284.19000244140625,65.75,51.47999954223633,150.0,273.45001220703125,65.9375,52.04999923706055,151.0,275.29998779296875,286744800,27898300,70419300,309417300
2020-03-10,69.32215881347656,45.955692291259766,154.33804321289062,267.40130615234375,71.33499908447266,53.65999984741211,160.9199981689453,288.4200134277344,71.61000061035156,53.79999923706055,161.02999877929688,288.5199890136719,67.34249877929688,51.16999816894531,152.5800018310547,273.5,69.28500366210938,53.220001220703125,158.16000366210938,284.6400146484375,285290000,27457400,65354400,276444100
2020-03-11,66.91455078125,44.71388626098633,147.3462371826172,254.3658447265625,68.85749816894531,52.209999084472656,153.6300048828125,274.3599853515625,70.30500030517578,52.650001525878906,157.6999969482422,281.94000244140625,67.96499633789062,51.13999938964844,151.14999389648438,270.8800048828125,69.34750366210938,52.349998474121094,157.1300048828125,280.70001220703125,255598800,22653900,56371600,255316300
2020-03-12,60.30644226074219,40.38894271850586,133.37216186523438,230.02883911132812,62.057498931884766,47.15999984741211,139.05999755859375,248.11000061035156,67.5,49.93000030517578,153.47000122070312,266.6600036621094,62.0,46.689998626708984,138.5800018310547,247.67999267578125,63.98500061035156,48.540000915527344,145.3000030517578,256.0,418474000,31913100,93226400,392220700
2020-03-13,67.53165435791016,41.87491226196289,152.3335418701172,249.69314575195312,69.49250030517578,48.470001220703125,158.8300018310547,269.32000732421875,69.9800033569336,49.560001373291016,161.91000366210938,271.4800109863281,63.23749923706055,46.61000061035156,140.72999572753906,248.52000427246094,66.22250366210938,49.5099983215332,147.5,263.0899963378906,370732000,33697200,92727400,329566100
2020-03-16,58.843902587890625,39.1016731262207,129.88107299804688,222.37075805664062,60.5525016784668,45.2599983215332,135.4199981689453,239.85000610351562,64.7699966430664,47.880001068115234,149.35000610351562,256.8999938964844,60.0,41.16999816894531,135.0,237.36000061035156,60.48749923706055,42.2400016784668,140.0,241.17999267578125,322423600,28682300,87905900,297240000
2020-03-17,61.43128967285156,40.76043701171875,140.57501220703125,234.3770751953125,63.21500015258789,47.18000030517578,146.57000732421875,252.8000030517578,64.40249633789062,47.5,147.5,256.1700134277344,59.599998474121094,45.369998931884766,135.0,237.07000732421875,61.877498626708984,45.880001068115234,140.0,245.0399932861328,324056000,32106700,81059800,262070500
2020-03-18,59.92745590209961,38.74746322631836,134.65737915039062,222.5098876953125,61.66749954223633,44.849998474121094,140.39999389648438,240.0,62.5,45.150001525878906,146.0,248.3699951171875,59.279998779296875,41.59000015258789,135.02000427246094,228.02000427246094,59.942501068115234,44.7400016784668,138.0,236.25,300233600,35408300,81593200,327597100
2020-03-19,59.468284606933594,36.13837432861328,136.8728790283203,222.9827117919922,61.19499969482422,41.83000183105469,142.7100067138672,240.50999450683594,63.209999084472656,44.65999984741211,150.14999389648438,247.3800048828125,60.65250015258789,41.040000915527344,139.0,232.22000122070312,61.84749984741211,44.36000061035156,142.77000427246094,239.25,271857200,41956900,85922700,289322000
2020-03-20,55.692909240722656,33.08868408203125,131.7321319580078,213.3734588623047,57.310001373291016,38.29999923706055,137.35000610351562,228.8000030517578,62.95750045776367,42.06999969482422,147.10000610351562,244.47000122070312,57.0,37.5099983215332,135.86000061035156,228.5,61.79499816894531,41.95000076293945,146.0,242.52999877929688,401693200,51513500,84866200,347158800
2020-03-23,54.50975799560547,32.449378967285156,130.41815185546875,207.9178466796875,56.092498779296875,37.560001373291016,135.97999572753906,222.9499969482422,57.125,38.88999938964844,140.57000732421875,229.67999267578125,53.15250015258789,36.27000045776367,132.52000427246094,218.25999450683594,57.02000045776367,38.7599983215332,137.00999450683594,228.19000244140625,336752800,44978500,78975200,326025200
2020-03-24,59.97847366333008,34.082218170166016,142.27259826660156,226.75588989257812,61.720001220703125,39.45000076293945,148.33999633789062,243.14999389648438,61.92250061035156,41.400001525878906,149.60000610351562,244.10000610351562,58.57500076293945,38.83000183105469,141.27000427246094,233.8000030517578,59.09000015258789,41.220001220703125,143.75,234.4199981689453,287531200,49096200,82516700,235494500
2020-03-25,59.648075103759766,35.94831085205078,140.9106903076172,230.15045166015625,61.380001068115234,41.61000061035156,146.9199981689453,246.7899932861328,64.5625,43.45000076293945,154.3300018310547,256.3500061035156,61.07500076293945,39.90999984741211,144.44000244140625,239.75,62.6875,40.630001068115234,148.91000366210938,244.8699951171875,303602000,42511700,75638200,299430300
2020-03-26,62.786922454833984,38.26366424560547,149.72479248046875,243.5889434814453,64.61000061035156,44.290000915527344,156.11000061035156,261.20001220703125,64.66999816894531,45.27000045776367,156.66000366210938,262.79998779296875,61.59000015258789,42.45000076293945,148.3699951171875,249.0500030517578,61.630001068115234,42.84000015258789,148.39999389648438,249.52000427246094,252087200,37821700,64568100,257632800
2020-03-27,60.187400817871094,36.98503875732422,143.57696533203125,236.3334503173828,61.935001373291016,42.810001373291016,149.6999969482422,253.4199981689453,63.967498779296875,44.029998779296875,154.88999938964844,260.80999755859375,61.76250076293945,42.400001525878906,149.1999969482422,251.0500030517578,63.1875,43.65999984741211,151.75,253.27000427246094,204216800,23297900,57042300,224341200
2020-03-30,61.905025482177734,38.87705993652344,153.67625427246094,244.008544921875,63.70249938964844,45.0,160.22999572753906,261.6499938964844,63.880001068115234,45.560001373291016,160.60000610351562,262.42999267578125,62.349998474121094,43.040000915527344,150.00999450683594,253.52999877929688,62.685001373291016,43.040000915527344,152.44000244140625,255.6999969482422,167976400,23446000,63420300,171369500
2020-03-31,61.77870559692383,38.22909927368164,151.2593536376953,240.3715057373047,63.5724983215332,44.25,157.7100067138672,257.75,65.62249755859375,45.5099983215332,164.77999877929688,263.3299865722656,63.0,44.060001373291016,156.55999755859375,256.2200012207031,63.900001525878906,45.06999969482422,159.39999389648438,260.55999755859375,197002000,25373900,77927200,194881100
2020-04-01,58.52808380126953,36.3889274597168,145.8883819580078,229.55360412597656,60.227500915527344,42.119998931884766,152.11000061035156,246.14999389648438,62.18000030517578,43.650001525878906,157.75,257.6600036621094,59.782501220703125,41.79999923706055,150.82000732421875,243.89999389648438,61.625,42.47999954223633,153.0,247.97999572753906,176218400,21936400,57969900,189554600
2020-04-02,59.504730224609375,37.96992492675781,148.90953063964844,234.85067749023438,61.23249816894531,43.95000076293945,155.25999450683594,251.8300018310547,61.287498474121094,44.189998626708984,155.47999572753906,252.67999267578125,59.224998474121094,41.86000061035156,150.36000061035156,244.58999633789062,60.084999084472656,42.220001220703125,151.86000061035156,245.19000244140625,165934000,17621900,49630700,177660400
2020-04-03,58.649559020996094,37.86625289916992,147.53807067871094,231.45608520507812,60.352500915527344,43.83000183105469,153.8300018310547,248.19000244140625,61.42499923706055,44.34000015258789,157.3800048828125,253.32000732421875,59.74250030517578,43.310001373291016,152.19000244140625,245.22000122070312,60.70000076293945,43.58000183105469,155.10000610351562,250.75999450683594,129880000,14207100,41243300,135561200
2020-04-06,63.7659912109375,40.319820404052734,158.51014709472656,247.0021209716797,65.61750030517578,46.66999816894531,165.27000427246094,264.8599853515625,65.77749633789062,47.0099983215332,166.5,267.0,62.345001220703125,44.689998626708984,157.5800018310547,248.1699981689453,62.724998474121094,45.38999938964844,160.32000732421875,257.8399963378906,201820400,22850000,67111700,188061200
2020-04-07,63.027435302734375,40.18159103393555,156.80294799804688,247.25392150878906,64.85749816894531,46.5099983215332,163.49000549316406,265.1300048828125,67.92500305175781,48.599998474121094,170.0,275.0299987792969,64.75,46.47999954223633,163.25999450683594,264.8900146484375,67.69999694824219,48.5,169.58999633789062,274.2099914550781,202887200,21279600,62769000,201427200
2020-04-08,64.6406021118164,41.3133430480957,158.37583923339844,255.5538330078125,66.51750183105469,47.81999969482422,165.1300048828125,274.0299987792969,66.84249877929688,48.09000015258789,166.6699981689453,276.0,65.30750274658203,46.33000183105469,163.5,265.25,65.68499755859375,46.63999938964844,165.6699981689453,267.9599914550781,168895200,18937100,48318200,153774500
2020-04-09,65.1070556640625,42.332794189453125,158.3854522705078,259.4427490234375,66.99749755859375,49.0,165.13999938964844,278.20001220703125,67.51750183105469,49.72999954223633,167.3699951171875,281.20001220703125,66.17500305175781,48.349998474121094,163.3300018310547,275.4700012207031,67.17500305175781,48.439998626708984,166.36000061035156,277.5799865722656,161834800,19165300,51385100,189999200
2020-04-13,66.38495635986328,40.5444450378418,158.7402801513672,257.073974609375,68.3125,46.93000030517578,165.50999450683594,275.6600036621094,68.42500305175781,48.63999938964844,165.57000732421875,277.510009765625,66.4574966430664,46.5,162.3000030517578,271.4100036621094,67.07749938964844,48.349998474121094,164.35000610351562,277.1400146484375,131022800,19586000,41905300,114839100
2020-04-14,69.73760986328125,42.263675689697266,166.59532165527344,264.65582275390625,71.76249694824219,48.91999816894531,173.6999969482422,283.7900085449219,72.0625,49.25,173.75,284.8999938964844,69.51249694824219,46.93000030517578,168.0,275.510009765625,70.0,47.939998626708984,169.0,280.9800109863281,194994800,21801900,52874300,134143400
2020-04-15,69.1010971069336,41.13192367553711,164.8497772216797,259.0323791503906,71.10749816894531,47.61000061035156,171.8800048828125,277.760009765625,71.5824966430664,48.400001525878906,173.57000732421875,283.94000244140625,70.15750122070312,47.40999984741211,169.24000549316406,275.4599914550781,70.5999984741211,47.709999084472656,171.1999969482422,277.57000732421875,131154400,12893200,40940800,121775000
2020-04-16,69.65013122558594,40.69131851196289,169.79873657226562,260.2820129394531,71.67250061035156,47.099998474121094,177.0399932861328,279.1000061035156,72.05000305175781,47.849998474121094,177.27999877929688,280.0299987792969,70.5875015258789,46.7599983215332,172.89999389648438,275.760009765625,71.84500122070312,47.400001525878906,174.3000030517578,279.1499938964844,157125200,17606800,50479600,131798300
2020-04-17,68.70506286621094,41.52069091796875,171.294921875,267.3136901855469,70.69999694824219,48.060001373291016,178.60000610351562,286.6400146484375,71.73750305175781,48.29999923706055,180.0,287.29998779296875,69.21499633789062,47.369998931884766,175.8699951171875,282.3999938964844,71.17250061035156,48.29999923706055,179.5,285.3800048828125,215250000,19844600,52765600,146684800
2020-04-20,67.27900695800781,40.198875427246094,167.89971923828125,262.6041564941406,69.23249816894531,46.529998779296875,175.05999755859375,281.5899963378906,70.41999816894531,48.0,178.75,286.7900085449219,69.2125015258789,46.310001373291016,174.99000549316406,281.3500061035156,69.48750305175781,47.790000915527344,176.6300048828125,282.6099853515625,130015200,18957900,36669600,100109300
2020-04-21,65.19935607910156,39.20534896850586,160.95584106445312,254.63063049316406,67.09249877929688,45.380001068115234,167.82000732421875,273.0400085449219,69.3125,46.900001525878906,173.6699981689453,278.0400085449219,66.35749816894531,44.2599983215332,166.11000061035156,272.0199890136719,69.06999969482422,45.880001068115234,173.5,276.7300109863281,180991600,26863700,56203700,126385700
